T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2011-2012

"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2011-2012",04,"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY",084804,"OPEN ENROLLMENT CHARTER","Male",111
"2011-2012",13,"TRAVIS COUNTY","AMERICAN YOUTHWORKS CHARTER SCHOOL",227801,"OPEN ENROLLMENT CHARTER","Female",62
"2011-2012",13,"TRAVIS COUNTY","AMERICAN YOUTHWORKS CHARTER SCHOOL",227801,"OPEN ENROLLMENT CHARTER","Male",54
"2011-2012",17,"LAMB COUNTY","AMHERST ISD",140901,"TRADITIONAL ISD/CSD","Female",60
"2011-2012",17,"LAMB COUNTY","AMHERST ISD",140901,"TRADITIONAL ISD/CSD","Male",89
"2011-2012",04,"HARRIS COUNTY","AMIGOS POR VIDA-FRIENDS FOR LIFE P",101819,"OPEN ENROLLMENT CHARTER","Female",243
"2011-2012",04,"HARRIS COUNTY","AMIGOS POR VIDA-FRIENDS FOR LIFE P",101819,"OPEN ENROLLMENT CHARTER","Male",242
"2011-2012",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"TRADITIONAL ISD/CSD","Female",603
"2011-2012",04,"CHAMBERS COUNTY","ANAHUAC ISD",036901,"TRADITIONAL ISD/CSD","Male",606
"2011-2012",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"TRADITIONAL ISD/CSD","Female",373
"2011-2012",06,"GRIMES COUNTY","ANDERSON-SHIRO CISD",093901,"TRADITIONAL ISD/CSD","Male",352
"2011-2012",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"TRADITIONAL ISD/CSD","Female",1634
"2011-2012",18,"ANDREWS COUNTY","ANDREWS ISD",002901,"TRADITIONAL ISD/CSD","Male",1779
"2011-2012",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"TRADITIONAL ISD/CSD","Female",3104
"2011-2012",04,"BRAZORIA COUNTY","ANGLETON ISD",020902,"TRADITIONAL ISD/CSD","Male",3324
"2011-2012",10,"COLLIN COUNTY","ANNA ISD",043902,"TRADITIONAL ISD/CSD","Female",1158
"2011-2012",10,"COLLIN COUNTY","ANNA ISD",043902,"TRADITIONAL ISD/CSD","Male",1189
"2011-2012",14,"JONES COUNTY","ANSON ISD",127901,"TRADITIONAL ISD/CSD","Female",325
"2011-2012",14,"JONES COUNTY","ANSON ISD",127901,"TRADITIONAL ISD/CSD","Male",355
"2011-2012",19,"EL PASO COUNTY","ANTHONY ISD",071906,"TRADITIONAL ISD/CSD","Female",403
"2011-2012",19,"EL PASO COUNTY","ANTHONY ISD",071906,"TRADITIONAL ISD/CSD","Male",441
"2011-2012",17,"HOCKLEY COUNTY","ANTON ISD",110901,"TRADITIONAL ISD/CSD","Female",119
"2011-2012",17,"HOCKLEY COUNTY","ANTON ISD",110901,"TRADITIONAL ISD/CSD","Male",126
"2011-2012",06,"TRINITY COUNTY","APPLE SPRINGS ISD",228905,"TRADITIONAL ISD/CSD","Female",88
"2011-2012",06,"TRINITY COUNTY","APPLE SPRINGS ISD",228905,"TRADITIONAL ISD/CSD","Male",111
"2011-2012",12,"HILL COUNTY","AQUILLA ISD",109912,"TRADITIONAL ISD/CSD","Female",154
"2011-2012",12,"HILL COUNTY","AQUILLA ISD",109912,"TRADITIONAL ISD/CSD","Male",117
"2011-2012",02,"ARANSAS COUNTY","ARANSAS COUNTY ISD",004901,"TRADITIONAL ISD/CSD","Female",1446
"2011-2012",02,"ARANSAS COUNTY","ARANSAS COUNTY ISD",004901,"TRADITIONAL ISD/CSD","Male",1688
"2011-2012",02,"SAN PATRICIO COUNTY","ARANSAS PASS ISD",205901,"TRADITIONAL ISD/CSD","Female",880
"2011-2012",02,"SAN PATRICIO COUNTY","ARANSAS PASS ISD",205901,"TRADITIONAL ISD/CSD","Male",905
"2011-2012",09,"ARCHER COUNTY","ARCHER CITY ISD",005901,"TRADITIONAL ISD/CSD","Female",235
"2011-2012",09,"ARCHER COUNTY","ARCHER CITY ISD",005901,"TRADITIONAL ISD/CSD","Male",264
"2011-2012",11,"DENTON COUNTY","ARGYLE ISD",061910,"TRADITIONAL ISD/CSD","Female",836
"2011-2012",11,"DENTON COUNTY","ARGYLE ISD",061910,"TRADITIONAL ISD/CSD","Male",990
"2011-2012",04,"HARRIS COUNTY","ARISTOI CLASSICAL ACADEMY",101803,"OPEN ENROLLMENT CHARTER","Female",149
"2011-2012",04,"HARRIS COUNTY","ARISTOI CLASSICAL ACADEMY",101803,"OPEN ENROLLMENT CHARTER","Male",156
"2011-2012",11,"TARRANT COUNTY","ARLINGTON CLASSICS ACADEMY",220802,"OPEN ENROLLMENT CHARTER","Female",518
"2011-2012",11,"TARRANT COUNTY","ARLINGTON CLASSICS ACADEMY",220802,"OPEN ENROLLMENT CHARTER","Male",479
"2011-2012",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"TRADITIONAL ISD/CSD","Female",31512
"2011-2012",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"TRADITIONAL ISD/CSD","Male",33191
"2011-2012",07,"SMITH COUNTY","ARP ISD",212901,"TRADITIONAL ISD/CSD","Female",419
"2011-2012",07,"SMITH COUNTY","ARP ISD",212901,"TRADITIONAL ISD/CSD","Male",496
"2011-2012",06,"BRAZOS COUNTY","ARROW ACADEMY",021805,"OPEN ENROLLMENT CHARTER","Female",249
"2011-2012",06,"BRAZOS COUNTY","ARROW ACADEMY",021805,"OPEN ENROLLMENT CHARTER","Male",322
"2011-2012",14,"STONEWALL COUNTY","ASPERMONT ISD",217901,"TRADITIONAL ISD/CSD","Female",144
"2011-2012",14,"STONEWALL COUNTY","ASPERMONT ISD",217901,"TRADITIONAL ISD/CSD","Male",113
"2011-2012",07,"HENDERSON COUNTY","ATHENS ISD",107901,"TRADITIONAL ISD/CSD","Female",1611
"2011-2012",07,"HENDERSON COUNTY","ATHENS ISD",107901,"TRADITIONAL ISD/CSD","Male",1793
"2011-2012",08,"CASS COUNTY","ATLANTA ISD",034901,"TRADITIONAL ISD/CSD","Female",813
"2011-2012",08,"CASS COUNTY","ATLANTA ISD",034901,"TRADITIONAL ISD/CSD","Male",899
"2011-2012",11,"DENTON COUNTY","AUBREY ISD",061907,"TRADITIONAL ISD/CSD","Female",920
"2011-2012",11,"DENTON COUNTY","AUBREY ISD",061907,"TRADITIONAL ISD/CSD","Male",1004
"2011-2012",13,"TRAVIS COUNTY","AUSTIN CAN ACADEMY CHARTER SCHOOL",227818,"OPEN ENROLLMENT CHARTER","Female",150
"2011-2012",13,"TRAVIS COUNTY","AUSTIN CAN ACADEMY CHARTER SCHOOL",227818,"OPEN ENROLLMENT CHARTER","Male",148
"2011-2012",13,"TRAVIS COUNTY","AUSTIN DISCOVERY SCHOOL",227821,"OPEN ENROLLMENT CHARTER","Female",193
"2011-2012",13,"TRAVIS COUNTY","AUSTIN DISCOVERY SCHOOL",227821,"OPEN ENROLLMENT CHARTER","Male",207
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRADITIONAL ISD/CSD","Female",42025
"2011-2012",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRADITIONAL ISD/CSD","Male",44503
"2011-2012",03,"REFUGIO COUNTY","AUSTWELL-TIVOLI ISD",196901,"TRADITIONAL ISD/CSD","Female",74
"2011-2012",03,"REFUGIO COUNTY","AUSTWELL-TIVOLI ISD",196901,"TRADITIONAL ISD/CSD","Male",76
"2011-2012",10,"ELLIS COUNTY","AVALON ISD",070901,"TRADITIONAL ISD/CSD","Female",152
"2011-2012",10,"ELLIS COUNTY","AVALON ISD",070901,"TRADITIONAL ISD/CSD","Male",150
"2011-2012",08,"RED RIVER COUNTY","AVERY ISD",194902,"TRADITIONAL ISD/CSD","Female",189
"2011-2012",08,"RED RIVER COUNTY","AVERY ISD",194902,"TRADITIONAL ISD/CSD","Male",208
"2011-2012",08,"CASS COUNTY","AVINGER ISD",034902,"TRADITIONAL ISD/CSD","Female",55
"2011-2012",08,"CASS COUNTY","AVINGER ISD",034902,"TRADITIONAL ISD/CSD","Male",71
"2011-2012",12,"MCLENNAN COUNTY","AXTELL ISD",161918,"TRADITIONAL ISD/CSD","Female",385
"2011-2012",12,"MCLENNAN COUNTY","AXTELL ISD",161918,"TRADITIONAL ISD/CSD","Male",386
"2011-2012",11,"TARRANT COUNTY","AZLE ISD",220915,"TRADITIONAL ISD/CSD","Female",2885
"2011-2012",11,"TARRANT COUNTY","AZLE ISD",220915,"TRADITIONAL ISD/CSD","Male",3062
"2011-2012",07,"SMITH COUNTY","AZLEWAY CHARTER SCHOOL",212803,"OPEN ENROLLMENT CHARTER","Female",0
"2011-2012",07,"SMITH COUNTY","AZLEWAY CHARTER SCHOOL",212803,"OPEN ENROLLMENT CHARTER","Male",134
"2011-2012",14,"CALLAHAN COUNTY","BAIRD ISD",030903,"TRADITIONAL ISD/CSD","Female",139
"2011-2012",14,"CALLAHAN COUNTY","BAIRD ISD",030903,"TRADITIONAL ISD/CSD","Male",161
"2011-2012",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"TRADITIONAL ISD/CSD","Female",465
"2011-2012",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"TRADITIONAL ISD/CSD","Male",527
"2011-2012",18,"REEVES COUNTY","BALMORHEA ISD",195902,"TRADITIONAL ISD/CSD","Female",67
"2011-2012",18,"REEVES COUNTY","BALMORHEA ISD",195902,"TRADITIONAL ISD/CSD","Male",73
"2011-2012",20,"BANDERA COUNTY","BANDERA ISD",010902,"TRADITIONAL ISD/CSD","Female",1188
"2011-2012",20,"BANDERA COUNTY","BANDERA ISD",010902,"TRADITIONAL ISD/CSD","Male",1260
"2011-2012",15,"BROWN COUNTY","BANGS ISD",025901,"TRADITIONAL ISD/CSD","Female",461
"2011-2012",15,"BROWN COUNTY","BANGS ISD",025901,"TRADITIONAL ISD/CSD","Male",576
"2011-2012",02,"NUECES COUNTY","BANQUETE ISD",178913,"TRADITIONAL ISD/CSD","Female",376
"2011-2012",02,"NUECES COUNTY","BANQUETE ISD",178913,"TRADITIONAL ISD/CSD","Male",433
"2011-2012",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"TRADITIONAL ISD/CSD","Female",2090
"2011-2012",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"TRADITIONAL ISD/CSD","Male",2330
"2011-2012",13,"BELL COUNTY","BARTLETT ISD",014902,"TRADITIONAL ISD/CSD","Female",184
"2011-2012",13,"BELL COUNTY","BARTLETT ISD",014902,"TRADITIONAL ISD/CSD","Male",211
"2011-2012",13,"BASTROP COUNTY","BASTROP ISD",011901,"TRADITIONAL ISD/CSD","Female",4346
"2011-2012",13,"BASTROP COUNTY","BASTROP ISD",011901,"TRADITIONAL ISD/CSD","Male",4763
"2011-2012",04,"HARRIS COUNTY","BAY AREA CHARTER INC",101809,"OPEN ENROLLMENT CHARTER","Female",167
"2011-2012",04,"HARRIS COUNTY","BAY AREA CHARTER INC",101809,"OPEN ENROLLMENT CHARTER","Male",206
"2011-2012",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"TRADITIONAL ISD/CSD","Female",1824
"2011-2012",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"TRADITIONAL ISD/CSD","Male",1945
"2011-2012",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"OPEN ENROLLMENT CHARTER","Female",228
"2011-2012",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"OPEN ENROLLMENT CHARTER","Male",215
"2011-2012",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"TRADITIONAL ISD/CSD","Female",9792
"2011-2012",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"TRADITIONAL ISD/CSD","Male",10078
"2011-2012",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"TRADITIONAL ISD/CSD","Female",322
"2011-2012",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"TRADITIONAL ISD/CSD","Male",342
"2011-2012",02,"BEE COUNTY","BEEVILLE ISD",013901,"TRADITIONAL ISD/CSD","Female",1689
"2011-2012",02,"BEE COUNTY","BEEVILLE ISD",013901,"TRADITIONAL ISD/CSD","Male",1802
"2011-2012",09,"CLAY COUNTY","BELLEVUE ISD",039904,"TRADITIONAL ISD/CSD","Female",79
"2011-2012",09,"CLAY COUNTY","BELLEVUE ISD",039904,"TRADITIONAL ISD/CSD","Male",83
"2011-2012",10,"GRAYSON COUNTY","BELLS ISD",091901,"TRADITIONAL ISD/CSD","Female",392
"2011-2012",10,"GRAYSON COUNTY","BELLS ISD",091901,"TRADITIONAL ISD/CSD","Male",384
"2011-2012",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"TRADITIONAL ISD/CSD","Female",1035
"2011-2012",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"TRADITIONAL ISD/CSD","Male",1106
"2011-2012",12,"BELL COUNTY","BELTON ISD",014903,"TRADITIONAL ISD/CSD","Female",4587
"2011-2012",12,"BELL COUNTY","BELTON ISD",014903,"TRADITIONAL ISD/CSD","Male",4965
"2011-2012",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"TRADITIONAL ISD/CSD","Female",269
"2011-2012",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"TRADITIONAL ISD/CSD","Male",356
"2011-2012",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"TRADITIONAL ISD/CSD","Female",167
"2011-2012",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"TRADITIONAL ISD/CSD","Male",196
"2011-2012",09,"KNOX COUNTY","BENJAMIN ISD",138904,"TRADITIONAL ISD/CSD","Female",55
"2011-2012",09,"KNOX COUNTY","BENJAMIN ISD",138904,"TRADITIONAL ISD/CSD","Male",37
"2011-2012",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"OPEN ENROLLMENT CHARTER","Female",248
"2011-2012",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"OPEN ENROLLMENT CHARTER","Male",254
"2011-2012",06,"POLK COUNTY","BIG SANDY ISD",187901,"TRADITIONAL ISD/CSD","Female",238
"2011-2012",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"TRADITIONAL ISD/CSD","Female",337
"2011-2012",06,"POLK COUNTY","BIG SANDY ISD",187901,"TRADITIONAL ISD/CSD","Male",282
"2011-2012",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"TRADITIONAL ISD/CSD","Male",373
"2011-2012",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"TRADITIONAL ISD/CSD","Female",1910
"2011-2012",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"TRADITIONAL ISD/CSD","Male",2009
"2011-2012",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"OPEN ENROLLMENT CHARTER","Female",69
"2011-2012",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"OPEN ENROLLMENT CHARTER","Male",102
"2011-2012",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"TRADITIONAL ISD/CSD","Female",11435
"2011-2012",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"TRADITIONAL ISD/CSD","Male",12276
"2011-2012",02,"NUECES COUNTY","BISHOP CISD",178902,"TRADITIONAL ISD/CSD","Female",620
"2011-2012",02,"NUECES COUNTY","BISHOP CISD",178902,"TRADITIONAL ISD/CSD","Male",638
"2011-2012",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"TRADITIONAL ISD/CSD","Female",75
"2011-2012",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"TRADITIONAL ISD/CSD","Male",79
"2011-2012",13,"BLANCO COUNTY","BLANCO ISD",016902,"TRADITIONAL ISD/CSD","Female",441
"2011-2012",13,"BLANCO COUNTY","BLANCO ISD",016902,"TRADITIONAL ISD/CSD","Male",525
"2011-2012",10,"HUNT COUNTY","BLAND ISD",116915,"TRADITIONAL ISD/CSD","Female",288
"2011-2012",10,"HUNT COUNTY","BLAND ISD",116915,"TRADITIONAL ISD/CSD","Male",298
"2011-2012",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Female",101
"2011-2012",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Male",117
"2011-2012",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Female",154
"2011-2012",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Male",119
"2011-2012",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Female",399
"2011-2012",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Male",430
"2011-2012",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Female",449
"2011-2012",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Male",418
"2011-2012",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Female",319
"2011-2012",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Male",341
"2011-2012",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Female",56
"2011-2012",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Male",57
"2011-2012",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Female",188
"2011-2012",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Male",182
"2011-2012",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Female",144
"2011-2012",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Male",101
"2011-2012",20,"KENDALL COUNTY","BOERNE ISD",130901,"TRADITIONAL ISD/CSD","Female",3220
"2011-2012",20,"KENDALL COUNTY","BOERNE ISD",130901,"TRADITIONAL ISD/CSD","Male",3533
"2011-2012",10,"HUNT COUNTY","BOLES ISD",116916,"TRADITIONAL ISD/CSD","Female",265
"2011-2012",10,"HUNT COUNTY","BOLES ISD",116916,"TRADITIONAL ISD/CSD","Male",251
"2011-2012",03,"WHARTON COUNTY","BOLING ISD",241901,"TRADITIONAL ISD/CSD","Female",518
"2011-2012",03,"WHARTON COUNTY","BOLING ISD",241901,"TRADITIONAL ISD/CSD","Male",528
"2011-2012",10,"FANNIN COUNTY","BONHAM ISD",074903,"TRADITIONAL ISD/CSD","Female",933
"2011-2012",10,"FANNIN COUNTY","BONHAM ISD",074903,"TRADITIONAL ISD/CSD","Male",985
"2011-2012",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Female",188
"2011-2012",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Male",198
"2011-2012",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Female",110
"2011-2012",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Male",102
"2011-2012",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Female",1418
"2011-2012",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Male",1398
"2011-2012",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Female",304
"2011-2012",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Male",327
"2011-2012",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Female",239
"2011-2012",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Male",244
"2011-2012",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Female",800
"2011-2012",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Male",789
"2011-2012",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Female",551
"2011-2012",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Male",571
