T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2013-2014

"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2013-2014",14,"JONES COUNTY","ANSON ISD",127901,"TRADITIONAL ISD/CSD","Male",387
"2013-2014",19,"EL PASO COUNTY","ANTHONY ISD",071906,"TRADITIONAL ISD/CSD","Female",394
"2013-2014",19,"EL PASO COUNTY","ANTHONY ISD",071906,"TRADITIONAL ISD/CSD","Male",420
"2013-2014",17,"HOCKLEY COUNTY","ANTON ISD",110901,"TRADITIONAL ISD/CSD","Female",125
"2013-2014",17,"HOCKLEY COUNTY","ANTON ISD",110901,"TRADITIONAL ISD/CSD","Male",126
"2013-2014",06,"TRINITY COUNTY","APPLE SPRINGS ISD",228905,"TRADITIONAL ISD/CSD","Female",85
"2013-2014",06,"TRINITY COUNTY","APPLE SPRINGS ISD",228905,"TRADITIONAL ISD/CSD","Male",109
"2013-2014",12,"HILL COUNTY","AQUILLA ISD",109912,"TRADITIONAL ISD/CSD","Female",149
"2013-2014",12,"HILL COUNTY","AQUILLA ISD",109912,"TRADITIONAL ISD/CSD","Male",132
"2013-2014",02,"ARANSAS COUNTY","ARANSAS COUNTY ISD",004901,"TRADITIONAL ISD/CSD","Female",1504
"2013-2014",02,"ARANSAS COUNTY","ARANSAS COUNTY ISD",004901,"TRADITIONAL ISD/CSD","Male",1713
"2013-2014",02,"SAN PATRICIO COUNTY","ARANSAS PASS ISD",205901,"TRADITIONAL ISD/CSD","Female",955
"2013-2014",02,"SAN PATRICIO COUNTY","ARANSAS PASS ISD",205901,"TRADITIONAL ISD/CSD","Male",919
"2013-2014",09,"ARCHER COUNTY","ARCHER CITY ISD",005901,"TRADITIONAL ISD/CSD","Female",236
"2013-2014",09,"ARCHER COUNTY","ARCHER CITY ISD",005901,"TRADITIONAL ISD/CSD","Male",251
"2013-2014",11,"DENTON COUNTY","ARGYLE ISD",061910,"TRADITIONAL ISD/CSD","Female",896
"2013-2014",11,"DENTON COUNTY","ARGYLE ISD",061910,"TRADITIONAL ISD/CSD","Male",1087
"2013-2014",04,"HARRIS COUNTY","ARISTOI CLASSICAL ACADEMY",101803,"OPEN ENROLLMENT CHARTER","Female",216
"2013-2014",04,"HARRIS COUNTY","ARISTOI CLASSICAL ACADEMY",101803,"OPEN ENROLLMENT CHARTER","Male",214
"2013-2014",11,"TARRANT COUNTY","ARLINGTON CLASSICS ACADEMY",220802,"OPEN ENROLLMENT CHARTER","Female",668
"2013-2014",11,"TARRANT COUNTY","ARLINGTON CLASSICS ACADEMY",220802,"OPEN ENROLLMENT CHARTER","Male",616
"2013-2014",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"TRADITIONAL ISD/CSD","Female",31326
"2013-2014",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"TRADITIONAL ISD/CSD","Male",33362
"2013-2014",07,"SMITH COUNTY","ARP ISD",212901,"TRADITIONAL ISD/CSD","Female",393
"2013-2014",07,"SMITH COUNTY","ARP ISD",212901,"TRADITIONAL ISD/CSD","Male",488
"2013-2014",06,"BRAZOS COUNTY","ARROW ACADEMY",021805,"OPEN ENROLLMENT CHARTER","Female",431
"2013-2014",06,"BRAZOS COUNTY","ARROW ACADEMY",021805,"OPEN ENROLLMENT CHARTER","Male",496
"2013-2014",14,"STONEWALL COUNTY","ASPERMONT ISD",217901,"TRADITIONAL ISD/CSD","Female",129
"2013-2014",14,"STONEWALL COUNTY","ASPERMONT ISD",217901,"TRADITIONAL ISD/CSD","Male",112
"2013-2014",07,"HENDERSON COUNTY","ATHENS ISD",107901,"TRADITIONAL ISD/CSD","Female",1627
"2013-2014",07,"HENDERSON COUNTY","ATHENS ISD",107901,"TRADITIONAL ISD/CSD","Male",1766
"2013-2014",08,"CASS COUNTY","ATLANTA ISD",034901,"TRADITIONAL ISD/CSD","Female",883
"2013-2014",08,"CASS COUNTY","ATLANTA ISD",034901,"TRADITIONAL ISD/CSD","Male",947
"2013-2014",11,"DENTON COUNTY","AUBREY ISD",061907,"TRADITIONAL ISD/CSD","Female",994
"2013-2014",11,"DENTON COUNTY","AUBREY ISD",061907,"TRADITIONAL ISD/CSD","Male",1072
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ACHIEVE PUBLIC SCHOOLS",227825,"OPEN ENROLLMENT CHARTER","Female",132
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ACHIEVE PUBLIC SCHOOLS",227825,"OPEN ENROLLMENT CHARTER","Male",146
"2013-2014",13,"TRAVIS COUNTY","AUSTIN DISCOVERY SCHOOL",227821,"OPEN ENROLLMENT CHARTER","Female",155
"2013-2014",13,"TRAVIS COUNTY","AUSTIN DISCOVERY SCHOOL",227821,"OPEN ENROLLMENT CHARTER","Male",219
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRADITIONAL ISD/CSD","Female",41569
"2013-2014",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"TRADITIONAL ISD/CSD","Male",43803
"2013-2014",03,"REFUGIO COUNTY","AUSTWELL-TIVOLI ISD",196901,"TRADITIONAL ISD/CSD","Female",78
"2013-2014",03,"REFUGIO COUNTY","AUSTWELL-TIVOLI ISD",196901,"TRADITIONAL ISD/CSD","Male",79
"2013-2014",10,"ELLIS COUNTY","AVALON ISD",070901,"TRADITIONAL ISD/CSD","Female",175
"2013-2014",10,"ELLIS COUNTY","AVALON ISD",070901,"TRADITIONAL ISD/CSD","Male",162
"2013-2014",08,"RED RIVER COUNTY","AVERY ISD",194902,"TRADITIONAL ISD/CSD","Female",173
"2013-2014",08,"RED RIVER COUNTY","AVERY ISD",194902,"TRADITIONAL ISD/CSD","Male",196
"2013-2014",08,"CASS COUNTY","AVINGER ISD",034902,"TRADITIONAL ISD/CSD","Female",66
"2013-2014",08,"CASS COUNTY","AVINGER ISD",034902,"TRADITIONAL ISD/CSD","Male",86
"2013-2014",12,"MCLENNAN COUNTY","AXTELL ISD",161918,"TRADITIONAL ISD/CSD","Female",389
"2013-2014",12,"MCLENNAN COUNTY","AXTELL ISD",161918,"TRADITIONAL ISD/CSD","Male",384
"2013-2014",11,"TARRANT COUNTY","AZLE ISD",220915,"TRADITIONAL ISD/CSD","Female",2917
"2013-2014",11,"TARRANT COUNTY","AZLE ISD",220915,"TRADITIONAL ISD/CSD","Male",3071
"2013-2014",07,"SMITH COUNTY","AZLEWAY CHARTER SCHOOL",212803,"OPEN ENROLLMENT CHARTER","Female",14
"2013-2014",07,"SMITH COUNTY","AZLEWAY CHARTER SCHOOL",212803,"OPEN ENROLLMENT CHARTER","Male",148
"2013-2014",14,"CALLAHAN COUNTY","BAIRD ISD",030903,"TRADITIONAL ISD/CSD","Female",143
"2013-2014",14,"CALLAHAN COUNTY","BAIRD ISD",030903,"TRADITIONAL ISD/CSD","Male",180
"2013-2014",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"TRADITIONAL ISD/CSD","Female",470
"2013-2014",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"TRADITIONAL ISD/CSD","Male",499
"2013-2014",18,"REEVES COUNTY","BALMORHEA ISD",195902,"TRADITIONAL ISD/CSD","Female",84
"2013-2014",18,"REEVES COUNTY","BALMORHEA ISD",195902,"TRADITIONAL ISD/CSD","Male",87
"2013-2014",20,"BANDERA COUNTY","BANDERA ISD",010902,"TRADITIONAL ISD/CSD","Female",1141
"2013-2014",20,"BANDERA COUNTY","BANDERA ISD",010902,"TRADITIONAL ISD/CSD","Male",1233
"2013-2014",15,"BROWN COUNTY","BANGS ISD",025901,"TRADITIONAL ISD/CSD","Female",480
"2013-2014",15,"BROWN COUNTY","BANGS ISD",025901,"TRADITIONAL ISD/CSD","Male",576
"2013-2014",02,"NUECES COUNTY","BANQUETE ISD",178913,"TRADITIONAL ISD/CSD","Female",417
"2013-2014",02,"NUECES COUNTY","BANQUETE ISD",178913,"TRADITIONAL ISD/CSD","Male",452
"2013-2014",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"TRADITIONAL ISD/CSD","Female",2214
"2013-2014",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"TRADITIONAL ISD/CSD","Male",2474
"2013-2014",13,"BELL COUNTY","BARTLETT ISD",014902,"TRADITIONAL ISD/CSD","Female",179
"2013-2014",13,"BELL COUNTY","BARTLETT ISD",014902,"TRADITIONAL ISD/CSD","Male",216
"2013-2014",20,"BEXAR COUNTY","BASIS SAN ANTONIO",015834,"OPEN ENROLLMENT CHARTER","Female",266
"2013-2014",20,"BEXAR COUNTY","BASIS SAN ANTONIO",015834,"OPEN ENROLLMENT CHARTER","Male",242
"2013-2014",13,"BASTROP COUNTY","BASTROP ISD",011901,"TRADITIONAL ISD/CSD","Female",4569
"2013-2014",13,"BASTROP COUNTY","BASTROP ISD",011901,"TRADITIONAL ISD/CSD","Male",5006
"2013-2014",04,"HARRIS COUNTY","BAY AREA CHARTER INC",101809,"OPEN ENROLLMENT CHARTER","Female",201
"2013-2014",04,"HARRIS COUNTY","BAY AREA CHARTER INC",101809,"OPEN ENROLLMENT CHARTER","Male",215
"2013-2014",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"TRADITIONAL ISD/CSD","Female",1728
"2013-2014",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"TRADITIONAL ISD/CSD","Male",1878
"2013-2014",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"OPEN ENROLLMENT CHARTER","Female",224
"2013-2014",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"OPEN ENROLLMENT CHARTER","Male",200
"2013-2014",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"TRADITIONAL ISD/CSD","Female",9721
"2013-2014",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"TRADITIONAL ISD/CSD","Male",10154
"2013-2014",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"TRADITIONAL ISD/CSD","Female",340
"2013-2014",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"TRADITIONAL ISD/CSD","Male",368
"2013-2014",02,"BEE COUNTY","BEEVILLE ISD",013901,"TRADITIONAL ISD/CSD","Female",1634
"2013-2014",02,"BEE COUNTY","BEEVILLE ISD",013901,"TRADITIONAL ISD/CSD","Male",1771
"2013-2014",09,"CLAY COUNTY","BELLEVUE ISD",039904,"TRADITIONAL ISD/CSD","Female",65
"2013-2014",09,"CLAY COUNTY","BELLEVUE ISD",039904,"TRADITIONAL ISD/CSD","Male",80
"2013-2014",10,"GRAYSON COUNTY","BELLS ISD",091901,"TRADITIONAL ISD/CSD","Female",386
"2013-2014",10,"GRAYSON COUNTY","BELLS ISD",091901,"TRADITIONAL ISD/CSD","Male",394
"2013-2014",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"TRADITIONAL ISD/CSD","Female",1024
"2013-2014",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"TRADITIONAL ISD/CSD","Male",1097
"2013-2014",12,"BELL COUNTY","BELTON ISD",014903,"TRADITIONAL ISD/CSD","Female",5012
"2013-2014",12,"BELL COUNTY","BELTON ISD",014903,"TRADITIONAL ISD/CSD","Male",5331
"2013-2014",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"TRADITIONAL ISD/CSD","Female",277
"2013-2014",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"TRADITIONAL ISD/CSD","Male",327
"2013-2014",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"TRADITIONAL ISD/CSD","Female",184
"2013-2014",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"TRADITIONAL ISD/CSD","Male",187
"2013-2014",09,"KNOX COUNTY","BENJAMIN ISD",138904,"TRADITIONAL ISD/CSD","Female",47
"2013-2014",09,"KNOX COUNTY","BENJAMIN ISD",138904,"TRADITIONAL ISD/CSD","Male",48
"2013-2014",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"OPEN ENROLLMENT CHARTER","Female",259
"2013-2014",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"OPEN ENROLLMENT CHARTER","Male",246
"2013-2014",06,"POLK COUNTY","BIG SANDY ISD",187901,"TRADITIONAL ISD/CSD","Female",249
"2013-2014",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"TRADITIONAL ISD/CSD","Female",338
"2013-2014",06,"POLK COUNTY","BIG SANDY ISD",187901,"TRADITIONAL ISD/CSD","Male",277
"2013-2014",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"TRADITIONAL ISD/CSD","Male",366
"2013-2014",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"TRADITIONAL ISD/CSD","Female",2013
"2013-2014",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"TRADITIONAL ISD/CSD","Male",2147
"2013-2014",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"OPEN ENROLLMENT CHARTER","Female",90
"2013-2014",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"OPEN ENROLLMENT CHARTER","Male",96
"2013-2014",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"TRADITIONAL ISD/CSD","Female",11756
"2013-2014",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"TRADITIONAL ISD/CSD","Male",12570
"2013-2014",02,"NUECES COUNTY","BISHOP CISD",178902,"TRADITIONAL ISD/CSD","Female",636
"2013-2014",02,"NUECES COUNTY","BISHOP CISD",178902,"TRADITIONAL ISD/CSD","Male",661
"2013-2014",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"TRADITIONAL ISD/CSD","Female",73
"2013-2014",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"TRADITIONAL ISD/CSD","Male",70
"2013-2014",13,"BLANCO COUNTY","BLANCO ISD",016902,"TRADITIONAL ISD/CSD","Female",449
"2013-2014",13,"BLANCO COUNTY","BLANCO ISD",016902,"TRADITIONAL ISD/CSD","Male",523
"2013-2014",10,"HUNT COUNTY","BLAND ISD",116915,"TRADITIONAL ISD/CSD","Female",289
"2013-2014",10,"HUNT COUNTY","BLAND ISD",116915,"TRADITIONAL ISD/CSD","Male",311
"2013-2014",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Female",97
"2013-2014",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Male",118
"2013-2014",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Female",141
"2013-2014",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Male",124
"2013-2014",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Female",408
"2013-2014",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Male",447
"2013-2014",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Female",463
"2013-2014",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Male",458
"2013-2014",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Female",315
"2013-2014",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Male",340
"2013-2014",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Female",62
"2013-2014",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Male",51
"2013-2014",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Female",172
"2013-2014",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Male",184
"2013-2014",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Female",141
"2013-2014",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Male",105
"2013-2014",20,"KENDALL COUNTY","BOERNE ISD",130901,"TRADITIONAL ISD/CSD","Female",3436
"2013-2014",20,"KENDALL COUNTY","BOERNE ISD",130901,"TRADITIONAL ISD/CSD","Male",3793
"2013-2014",10,"HUNT COUNTY","BOLES ISD",116916,"TRADITIONAL ISD/CSD","Female",268
"2013-2014",10,"HUNT COUNTY","BOLES ISD",116916,"TRADITIONAL ISD/CSD","Male",252
"2013-2014",03,"WHARTON COUNTY","BOLING ISD",241901,"TRADITIONAL ISD/CSD","Female",533
"2013-2014",03,"WHARTON COUNTY","BOLING ISD",241901,"TRADITIONAL ISD/CSD","Male",559
"2013-2014",10,"FANNIN COUNTY","BONHAM ISD",074903,"TRADITIONAL ISD/CSD","Female",964
"2013-2014",10,"FANNIN COUNTY","BONHAM ISD",074903,"TRADITIONAL ISD/CSD","Male",987
"2013-2014",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Female",211
"2013-2014",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Male",206
"2013-2014",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Female",130
"2013-2014",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Male",127
"2013-2014",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Female",1419
"2013-2014",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Male",1386
"2013-2014",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Female",296
"2013-2014",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Male",324
"2013-2014",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Female",235
